-0.424326	0.383389	0.898	0
-0.414407	0.382917	0.898	0
-0.403858	0.383389	0.898	0
-0.39756	0.383389	0.898	0
-0.385488	0.383389	0.898	0
-0.374729	0.383389	0.898	0
-0.365282	0.383389	0.898	0
-0.355835	0.383389	0.898	0
-0.470444	0.379698	0.908	0
-0.464566	0.378719	0.908	0
-0.45532	0.378106	0.908	0
-0.444931	0.377248	0.907375	0
-0.434461	0.376928	0.9064	0
-0.425152	0.377116	0.905897	0
-0.414695	0.376771	0.905875	0
-0.404963	0.376067	0.906	0
-0.394978	0.376489	0.906667	0
-0.384846	0.376831	0.906375	0
-0.37457	0.376763	0.905794	0
-0.365045	0.376718	0.906518	0
-0.355649	0.377624	0.907572	0
-0.345376	0.378798	0.90775	0
-0.334978	0.378589	0.90725	0
-0.325831	0.379343	0.907625	0
-0.316017	0.379698	0.908	0
-0.472679	0.3839	0.9074	0
-0.464804	0.383104	0.904769	0
-0.45523	0.382523	0.9034	0
-0.445223	0.382437	0.903424	0
-0.435092	0.382537	0.902185	0
-0.425108	0.381575	0.902048	0
-0.415785	0.381355	0.902176	0
-0.405135	0.381804	0.902167	0
-0.395053	0.382001	0.903069	0
-0.38526	0.381694	0.903	0
-0.375287	0.381927	0.9018	0
-0.364694	0.381676	0.902692	0
-0.354895	0.382132	0.902862	0
-0.345375	0.382742	0.90403	0
-0.33493	0.38291	0.90397	0
-0.325095	0.383085	0.904968	0
-0.315098	0.383355	0.905364	0
-0.305024	0.383966	0.905934	0
-0.294832	0.384631	0.9065	0
-0.285022	0.384552	0.906715	0
-0.27581	0.38643	0.907786	0
-0.265072	0.386862	0.908	0
-0.254941	0.386935	0.908	0
-0.24557	0.38726	0.908	0
-0.235355	0.387305	0.908	0
-0.225272	0.387658	0.908	0
-0.210944	0.387658	0.908	0
-0.207759	0.387658	0.908	0
-0.473284	0.368223	0.918	0
-0.465056	0.36727	0.916862	0
-0.455181	0.367381	0.916355	0
-0.444556	0.36707	0.916355	0
-0.434673	0.366376	0.9165	0
-0.425081	0.36703	0.9165	0
-0.415295	0.367353	0.916655	0
-0.405503	0.367498	0.916645	0
-0.394894	0.367917	0.917	0
-0.384856	0.367561	0.916759	0
-0.374981	0.367923	0.916435	0
-0.365211	0.367888	0.916333	0
-0.356151	0.368756	0.91775	0
-0.345251	0.368858	0.918	0
-0.337203	0.369394	0.918	0
-0.481012	0.374296	0.916	0
-0.475114	0.374596	0.914778	0
-0.465207	0.374172	0.912162	0
-0.454757	0.373427	0.912387	0
-0.444906	0.373007	0.912083	0
-0.435449	0.372524	0.9118	0
-0.42516	0.372763	0.912464	0
-0.414858	0.372093	0.9118	0
-0.404694	0.371626	0.911842	0
-0.394843	0.37282	0.91284	0
-0.38507	0.373157	0.91304	0
-0.375065	0.372374	0.912045	0
-0.364738	0.372678	0.91296	0
-0.354524	0.373673	0.91429	0
-0.344845	0.374413	0.914467	0
-0.335082	0.374685	0.914674	0
-0.325035	0.375443	0.914625	0
-0.315297	0.376556	0.914564	0
-0.305275	0.377127	0.916613	0
-0.294967	0.377423	0.9164	0
-0.28515	0.377522	0.91625	0
-0.275355	0.37794	0.916962	0
-0.265633	0.378127	0.917182	0
-0.255318	0.378555	0.917211	0
-0.247872	0.379051	0.918	0
-0.233386	0.379051	0.918	0
-0.227753	0.379051	0.918	0
-0.189123	0.379051	0.918	0
-0.475987	0.380894	0.9115	0
-0.313408	0.380465	0.9106	0
